StageId,Money,TimeTicket,ClassItem01,ClassItem02,ClassItem03,ClassItem04,ClassItem05,ClassItem06,ClassItemCountMin01,ClassItemCountMin02,ClassItemCountMin03,ClassItemCountMin04,ClassItemCountMin05,ClassItemCountMin06,ClassItemCountMax01,ClassItemCountMax02,ClassItemCountMax03,ClassItemCountMax04,ClassItemCountMax05,ClassItemCountMax06
10090,"""(2,11)""","""(0)""","""(301201010,1301201408,602202418,210110005,901200801,1201200201,508200002,701200403,501200024,517200204,804200002,603200301)""","""(301202010,1301201408,602202418,210110005,901200801,1201200201,508200002,701200403,501200024,517200204,804200002,603200301)""","""(301203010,1301201408,602202418,210110005,901200801,1201200201,508200002,701200403,501200024,517200204,804200002,603200301)""","""(301204010,1301201408,602202418,210110005,901200801,1201200201,508200002,701200403,501200024,517200204,804200002,603200301)""","""(301205010,1301201408,602202418,210110005,901200801,1201200201,508200002,701200403,501200024,517200204,804200002,603200301)""","""(301206010,1301201408,602202418,210110005,901200801,1201200201,508200002,701200403,501200024,517200204,804200002,603200301)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
10091,"""(2,11)""","""(0)""","""(302201010,1301201408,602202418,210110006,901200901,1201200201,508200002,701200203,501200024,517200204,803200002,603200301)""","""(302202010,1301201408,602202418,210110006,901200901,1201200201,508200002,701200203,501200024,517200204,803200002,603200301)""","""(302203010,1301201408,602202418,210110006,901200901,1201200201,508200002,701200203,501200024,517200204,803200002,603200301)""","""(302204010,1301201408,602202418,210110006,901200901,1201200201,508200002,701200203,501200024,517200204,803200002,603200301)""","""(302205010,1301201408,602202418,210110006,901200901,1201200201,508200002,701200203,501200024,517200204,803200002,603200301)""","""(302206010,1301201408,602202418,210110006,901200901,1201200201,508200002,701200203,501200024,517200204,803200002,603200301)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
10092,"""(2,11)""","""(0)""","""(301201010,1301201408,602202418,210110007,901201001,1201200201,508200002,701200303,501200024,517200204,802200002,603200301)""","""(301202010,1301201408,602202418,210110007,901201001,1201200201,508200002,701200303,501200024,517200204,802200002,603200301)""","""(301203010,1301201408,602202418,210110007,901201001,1201200201,508200002,701200303,501200024,517200204,802200002,603200301)""","""(301204010,1301201408,602202418,210110007,901201001,1201200201,508200002,701200303,501200024,517200204,802200002,603200301)""","""(301205010,1301201408,602202418,210110007,901201001,1201200201,508200002,701200303,501200024,517200204,802200002,603200301)""","""(301206010,1301201408,602202418,210110007,901201001,1201200201,508200002,701200303,501200024,517200204,802200002,603200301)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
10093,"""(2,11)""","""(0)""","""(210110091,302201010,1301201408,602202418,210110008,901200502,1201200201,508200002,701200103,501200024,517200204,801200002,603200301)""","""(210110091,302202010,1301201408,602202418,210110008,901200502,1201200201,508200002,701200103,501200024,517200204,801200002,603200301)""","""(210110091,302203010,1301201408,602202418,210110008,901200502,1201200201,508200002,701200103,501200024,517200204,801200002,603200301)""","""(210110091,302204010,1301201408,602202418,210110008,901200502,1201200201,508200002,701200103,501200024,517200204,801200002,603200301)""","""(210110091,302205010,1301201408,602202418,210110008,901200502,1201200201,508200002,701200103,501200024,517200204,801200002,603200301)""","""(210110091,302206010,1301201408,602202418,210110008,901200502,1201200201,508200002,701200103,501200024,517200204,801200002,603200301)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
10100,"""(2,11)""","""(0)""","""(601202668,301201010,1301201408,602202418,210110005,901200801,1201200201,508200002,701200403,501200024,517200204,804200002,603200301)""","""(601202668,301202010,1301201408,602202418,210110005,901200801,1201200201,508200002,701200403,501200024,517200204,804200002,603200301)""","""(601202668,301203010,1301201408,602202418,210110005,901200801,1201200201,508200002,701200403,501200024,517200204,804200002,603200301)""","""(601202668,301204010,1301201408,602202418,210110005,901200801,1201200201,508200002,701200403,501200024,517200204,804200002,603200301)""","""(601202668,301205010,1301201408,602202418,210110005,901200801,1201200201,508200002,701200403,501200024,517200204,804200002,603200301)""","""(601202668,301206010,1301201408,602202418,210110005,901200801,1201200201,508200002,701200403,501200024,517200204,804200002,603200301)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
10101,"""(2,11)""","""(0)""","""(601202668,302201010,1301201408,602202418,210110006,901200901,1201200201,508200002,701200203,501200024,517200204,803200002,603200301)""","""(601202668,302202010,1301201408,602202418,210110006,901200901,1201200201,508200002,701200203,501200024,517200204,803200002,603200301)""","""(601202668,302203010,1301201408,602202418,210110006,901200901,1201200201,508200002,701200203,501200024,517200204,803200002,603200301)""","""(601202668,302204010,1301201408,602202418,210110006,901200901,1201200201,508200002,701200203,501200024,517200204,803200002,603200301)""","""(601202668,302205010,1301201408,602202418,210110006,901200901,1201200201,508200002,701200203,501200024,517200204,803200002,603200301)""","""(601202668,302206010,1301201408,602202418,210110006,901200901,1201200201,508200002,701200203,501200024,517200204,803200002,603200301)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
10102,"""(2,11)""","""(0)""","""(601202668,301201010,1301201408,602202418,210110007,901201001,1201200201,508200002,701200303,501200024,517200204,802200002,603200301)""","""(601202668,301202010,1301201408,602202418,210110007,901201001,1201200201,508200002,701200303,501200024,517200204,802200002,603200301)""","""(601202668,301203010,1301201408,602202418,210110007,901201001,1201200201,508200002,701200303,501200024,517200204,802200002,603200301)""","""(601202668,301204010,1301201408,602202418,210110007,901201001,1201200201,508200002,701200303,501200024,517200204,802200002,603200301)""","""(601202668,301205010,1301201408,602202418,210110007,901201001,1201200201,508200002,701200303,501200024,517200204,802200002,603200301)""","""(601202668,301206010,1301201408,602202418,210110007,901201001,1201200201,508200002,701200303,501200024,517200204,802200002,603200301)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
10103,"""(2,11)""","""(0)""","""(601202669,502920002,502120001,1301201706,210110091,302201010,1301201408,602202418,210110008,901200502,1201200201,508200002,701200103,501200024,517200204,801200002,603200301)""","""(601202669,502920002,502120001,1301201706,210110091,302202010,1301201408,602202418,210110008,901200502,1201200201,508200002,701200103,501200024,517200204,801200002,603200301)""","""(601202669,502920002,502120001,1301201706,210110091,302203010,1301201408,602202418,210110008,901200502,1201200201,508200002,701200103,501200024,517200204,801200002,603200301)""","""(601202669,502920002,502120001,1301201706,210110091,302204010,1301201408,602202418,210110008,901200502,1201200201,508200002,701200103,501200024,517200204,801200002,603200301)""","""(601202669,502920002,502120001,1301201706,210110091,302205010,1301201408,602202418,210110008,901200502,1201200201,508200002,701200103,501200024,517200204,801200002,603200301)""","""(601202669,502920002,502120001,1301201706,210110091,302206010,1301201408,602202418,210110008,901200502,1201200201,508200002,701200103,501200024,517200204,801200002,603200301)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
300000,"""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
300120,"""(2,11)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
300140,"""(2,11)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
300150,"""(2,11)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
300160,"""(2,11)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
300210,"""(2,11)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
300220,"""(2,11)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
100000000,"""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
100002010,"""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
100002012,"""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
100002020,"""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
100004010,"""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
100004020,"""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
101001010,"""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
101003010,"""(2,11)""","""(0)""","""(200201002,1301201408,301201002,508200002,1201200201,903200001,801200002,901200801,901200502)""","""(200202002,1301201408,301202002,508200002,1201200201,903200001,801200002,901200801,901200502)""","""(200203002,1301201408,301203002,508200002,1201200201,903200001,801200002,901200801,901200502)""","""(200204002,1301201408,301204002,508200002,1201200201,903200001,801200002,901200801,901200502)""","""(200205002,1301201408,301205002,508200002,1201200201,903200001,801200002,901200801,901200502)""","""(200206002,1301201408,301206002,508200002,1201200201,903200001,801200002,901200801,901200502)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
101005010,"""(2,11)""","""(0)""","""(200201003,1301201408,303201002,508200002,1201200201,904200001,802200002,901200901,901200602)""","""(200202003,1301201408,303202002,508200002,1201200201,904200001,802200002,901200901,901200602)""","""(200203003,1301201408,303203002,508200002,1201200201,904200001,802200002,901200901,901200602)""","""(200204003,1301201408,303204002,508200002,1201200201,904200001,802200002,901200901,901200602)""","""(200205003,1301201408,303205002,508200002,1201200201,904200001,802200002,901200901,901200602)""","""(200206003,1301201408,303206002,508200002,1201200201,904200001,802200002,901200901,901200602)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
101003020,"""(2,11)""","""(0)""","""(200201002,1301201408,301201002,508200002,1201200201,905200001,803200002,901201001,901200702)""","""(200202002,1301201408,301202002,508200002,1201200201,905200001,803200002,901201001,901200702)""","""(200203002,1301201408,301203002,508200002,1201200201,905200001,803200002,901201001,901200702)""","""(200204002,1301201408,301204002,508200002,1201200201,905200001,803200002,901201001,901200702)""","""(200205002,1301201408,301205002,508200002,1201200201,905200001,803200002,901201001,901200702)""","""(200206002,1301201408,301206002,508200002,1201200201,905200001,803200002,901201001,901200702)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
101005040,"""(0)""","""(0)""","""(200201003,1301201408,303201002,508200002,1201200201,903200001,801200002,901200801,901200502)""","""(200202003,1301201408,303202002,508200002,1201200201,903200001,801200002,901200801,901200502)""","""(200203003,1301201408,303203002,508200002,1201200201,903200001,801200002,901200801,901200502)""","""(200204003,1301201408,303204002,508200002,1201200201,903200001,801200002,901200801,901200502)""","""(200205003,1301201408,303205002,508200002,1201200201,903200001,801200002,901200801,901200502)""","""(200206003,1301201408,303206002,508200002,1201200201,903200001,801200002,901200801,901200502)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
101003030,"""(2,11)""","""(0)""","""(200201002,1301201408,602202327,301201002,508200002,1201200201,904200001,802200002,901200901,901200602)""","""(200202002,1301201408,602202327,301202002,508200002,1201200201,904200001,802200002,901200901,901200602)""","""(200203002,1301201408,602202327,301203002,508200002,1201200201,904200001,802200002,901200901,901200602)""","""(200204002,1301201408,602202327,301204002,508200002,1201200201,904200001,802200002,901200901,901200602)""","""(200205002,1301201408,602202327,301205002,508200002,1201200201,904200001,802200002,901200901,901200602)""","""(200206002,1301201408,602202327,301206002,508200002,1201200201,904200001,802200002,901200901,901200602)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
